CATEGORY|DATE|BANK_NAME|ATM_CRM_ONSITE_NOS|ATM_CRM_OFFSITE_NOS|POS_NOS|MICRO_ATM_NOS|BHARAT_QR_CODES_NOS|UPI_QR_CODES_NOS|CREDIT_CARDS_NOS|DEBIT_CARDS_NOS|CREDIT_CARD_POS_TXN_VOLUME_NOS|CREDIT_CARD_POS_TXN_VALUE_AMT|CREDIT_CARD_ECOM_VOLUME_NOS|CREDIT_CARD_ECOM_VALUE_AMT|CREDIT_CARD_OTHERS_VOLUME_NOS|CREDIT_CARD_OTHERS_VALUE_AMT|CASH_WITHDRAWAL_ATM_VOLUME_NOS|CASH_WITHDRAWAL_ATM_VALUE_AMT|DEBIT_CARD_POS_TXN_VOLUME_NOS|DEBIT_CARD_POS_TXN_VALUE_AMT|DEBIT_CARD_ECOM_VOLUME_NOS|DEBIT_CARD_ECOM_VALUE_AMT|DEBIT_CARD_OTHERS_VOLUME_NOS|DEBIT_CARD_OTHERS_VALUE_AMT|CASH_WITHDRAWAL_ATM_VOLUME_NOS.1|CASH_WITHDRAWAL_ATM_VALUE_AMT.1|CASH_WITHDRAWAL_POS_VOLUME_NOS|CASH_WITHDRAWAL_POS_VALUE_AMT
Private Sector Banks|2024-01-31|HDFC BANK LTD|11395|9293|1570324|4619|2011735|0|20103905|53645998|52656466|157558156.91866|32001744|279556606.28912|0|0.0|196356|1177086.73411|13312950|43160723.88743|9633447|35583634.74165001|88341|1259514.5985899998|38397022|240989156.222|5647|5681.342600000001
Private Sector Banks|2024-01-31|ICICI BANK LTD|9883|7166|1590865|9898|582213|3400671|16797580|32435823|19408160|83202372.64406984|41585397|213527318.1956284|63|4113.893|61146|275630.2|8664251|28873287.218320195|3605904|21010561.33617005|9140|193613.4093999999|18079218|123528344.50844|2|1.209
Private Sector Banks|2024-01-31|IDBI BANK LTD|2299|1023|18482|120|10500|290919|34106|11624600|72320|249486.34449|54760|202872.68836|0|0.0|417|2338.62514|1478912|3383321.814800072|295191|917515.832900018|0|0.0|5730316|28558693.23748|216|221.06427
Private Sector Banks|2024-01-31|IDFC FIRST BANK LTD|838|312|42791|10570|0|38079|2370704|6731809|5135244|12866052.531|2186028|14022215.096|0|0.0|27268|113433.1|759311|2101603.9607|285189|1988554.20365|0|0.0|4137641|20190466.513|0|0.0
Private Sector Banks|2024-01-31|INDUSIND BANK LTD|1799|1155|215819|146|59304|3873664|2797275|10426233|3975436|21104405.153|3600625|56011669.610910006|0|0.0|25620|131037.693|942074|2568010.326|668415|3170151.317|893|67001.90181|4468379|27578600.645559|0|0.0
Private Sector Banks|2024-01-31|JAMMU AND KASHMIR BANK LTD|937|626|14351|942|0|336540|115879|4216655|200466|1507766.88709|121729|465654.60516|0|0.0|10074|39047.27222|1375210|2930583.64058|1395559|867766.68311|0|0.0|5725985|28999640.121|3|0.9
Private Sector Banks|2024-01-31|KARNATAKA BANK LTD|903|582|10042|0|0|73924|0|5168512|0|0.0|0|0.0|0|0.0|0|0.0|918485|1804297.94587|89236|238885.317|0|0.0|4050968|18957717.843|0|0.0
Private Sector Banks|2024-01-31|KARUR VYSYA BANK LTD|1450|803|8776|0|0|32758|10564|4716410|28907|179437.50525|10385|135790.71737|0|0.0|795|6163.0|1201203|2972510.417400001|203799|761390.3908399997|265|1053.696|4401995|21431039.95672|0|0.0
Private Sector Banks|2024-01-31|KOTAK MAHINDRA BANK LTD|1735|1515|74617|4420|105296|517774|5971753|32961383|9834162|24953214.00642|4802451|37692061.43856|0|0.0|40381|177792.37291|2620664|6063703.8418299975|1962503|5930436.180199932|0|0.0|13165972|55017116.98332002|0|0.0
Private Sector Banks|2024-01-31|NAINITAL BANK LTD|0|0|0|0|0|0|0|241813|0|0.0|0|0.0|0|0.0|0|0.0|16602|33047.459160000006|5985|19818.88149|0|0.0|71358|337606.312|16|5.4
Private Sector Banks|2024-01-31|RBL BANK LTD|352|37|843933|0|3423|115677|5113532|1451120|7277549|34203307.386|3252434|36751341.95366|0|0.0|42186|156444.44952000002|221082|551500.8353999989|109958|731053.6622699954|87|4737.20834|854529|3900706.23|0|0.0
Private Sector Banks|2024-01-31|SOUTH INDIAN BANK|904|417|16410|0|6152|90355|388514|3764048|789717|2804380.605|782371|5387019.681|0|0.0|0|0.0|1279653|3038614.37923|194886|843079.03907|0|0.0|3055415|14776745.43866|0|0.0
Private Sector Banks|2024-01-31|TAMILNAD MERCANTILE BANK LTD|494|661|1957|0|0|123749|32326|2274241|44982|193400.29231|16643|109868.09482|0|0.0|2090|8200.43382|350097|938230.11696|46677|118836.02|79|238.116|4676405|19997416.3|0|0.0
Private Sector Banks|2024-01-31|YES BANK LTD|1117|168|74540|90542|274549|174464847|1911521|5185561|4105907|10969037.070130002|1082585|12583511.41555|0|0.0|17683|83328.0|734310|1808759.1865999796|208905|968754.5266199966|36|724.788|2734477|13073942.072|19|18.7
Foreign Banks|2024-01-31|AMERICAN EXPRESS BANKING CORPORATION|0|0|52628|0|0|0|1341913|0|1280198|10301326.467|3423311|31280396.677|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-01-31|BANK OF AMERICA|0|0|0|0|0|0|0|0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-01-31|BANK OF BAHRAIN & KUWAIT B.S.C.|2|0|0|0|0|0|0|70|0|0.0|0|0.0|0|0.0|0|0.0|1660|5486.144|129|3272.35363|0|0.0|1544|7816.4|0|0.0
Foreign Banks|2024-01-31|BARCLAYS BANK PLC|0|0|0|0|1|0|0|844|0|0.0|0|0.0|0|0.0|0|0.0|36|402.78186|15|76.27400999999999|0|0.0|361|3278.4|0|0.0
Foreign Banks|2024-01-31|CITI BANK|0|0|0|0|0|0|187775|0|118330|662136.4539899882|199896|2499634.8452198687|0|0.0|570|4213.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-01-31|DBS INDIA BANK LTD|434|474|556|91|0|5224|501162|1990189|450223|2112759.156|234503|1853933.6359998973|0|0.0|3560|10236.1|260519|572610.72029|96416|266965.09687|0|0.0|854314|4384867.24|0|0.0
Foreign Banks|2024-01-31|DEUTSCHE BANK LTD|13|2|0|0|0|9|0|116557|0|0.0|0|0.0|0|0.0|0|0.0|31642|99535.97677999946|14835|58099.38565999991|0|0.0|33818|198173.277|0|0.0
Foreign Banks|2024-01-31|DOHA BANK Q.P.S.C.|2|0|0|0|0|0|0|20916|0|0.0|0|0.0|0|0.0|0|0.0|1174|3749.00903|202|341.67992|0|0.0|2241|13170.9|0|0.0
Foreign Banks|2024-01-31|HSBC LTD|46|28|0|0|0|0|645102|709604|778235|2659144.779999596|1127157|5773321.10424941|0|0.0|1831|13360.68522|251923|1018912.83544|0|0.0|0|0.0|228893|1335728.73556|0|0.0
Foreign Banks|2024-01-31|KEB HANA BANK|1|0|0|0|0|0|0|1353|0|0.0|0|0.0|0|0.0|0|0.0|1068|3809.149|106|457.18|0|0.0|401|2951.3|0|0.0
Foreign Banks|2024-01-31|KOOKMIN BANK|1|0|0|0|0|0|0|356|0|0.0|0|0.0|0|0.0|0|0.0|510|1486.4996999999998|72|156.60373|0|0.0|156|1210.0|0|0.0
Foreign Banks|2024-01-31|SBM BANK INDIA LTD|0|0|0|1734|0|0|942002|754217|300868|400006.66706|547715|721846.99388|0|0.0|1830|5369.18507|11855|36260.59443|12672|40639.97645999999|0|0.0|169622|317871.7035|0|0.0
Foreign Banks|2024-01-31|STANDARD CHARTERED BANK LTD|101|63|0|0|0|0|1006470|1091390|1399039|4583836.477437655|1420897|6830830.335689907|0|0.0|2382|14635.478369999915|600333|1690753.2626999973|34043|253121.3525|20|415.699|706733|3525541.1022|0|0.0
Foreign Banks|2024-01-31|WOORI BANK|0|0|0|0|0|0|0|1100|0|0.0|0|0.0|0|0.0|0|0.0|2809|9865.59119|1181|3950.14662|0|0.0|934|6960.93|0|0.0
Payment Banks|2024-01-31|AIRTEL PAYMENTS BANK|0|0|0|115950|0|3348120|0|868152|0|0.0|0|0.0|0|0.0|0|0.0|9125|14685.06444|139942|207708.10545000003|0|0.0|101058|447459.16541|0|0.0
Payment Banks|2024-01-31|FINO PAYMENTS BANK|0|0|0|405681|0|8378|0|8738107|0|0.0|0|0.0|0|0.0|0|0.0|156418|354622.68257|8294|10339.33675|0|0.0|2081084|6772163.787|125|71.7
Payment Banks|2024-01-31|INDIA POST PAYMENTS BANK|0|0|0|352954|0|776268|0|14229987|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|252695|97745.28708|0|0.0|0|0.0|0|0.0
Payment Banks|2024-01-31|JIO PAYMENTS BANK|0|0|0|0|0|1937|0|0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Payment Banks|2024-01-31|NSDL PAYMENTS BANK|0|0|0|520301|0|0|0|615654|0|0.0|0|0.0|0|0.0|0|0.0|2385|2776.17719|27568|20754.63532|0|0.0|27036|68070.562|0|0.0
Payment Banks|2024-01-31|PAYTM PAYMENTS BANK|1|9|725675|0|0|35743321|0|32348692|0|0.0|0|0.0|0|0.0|0|0.0|218366|327465.66418|624841|1291412.70114|0|0.0|1065038|4695650.75|0|0.0
Small Finance Banks|2024-01-31|AU SMALL FINANCE BANK LTD|497|2|0|396|0|1134149|872214|2920173|1007132|6251597.355106439|1451241|11423385.6979677|1346|1254.211|5422|30443.8|193913|535902.3515499971|272545|966061.9677699568|259|4161.686|1082378|7355766.4|34|29.82
Small Finance Banks|2024-01-31|CAPITAL SMALL FINANCE BANK LTD|175|2|0|0|0|0|0|261342|0|0.0|0|0.0|0|0.0|0|0.0|27189|94191.38708999992|5295|20826.610039999938|0|0.0|113358|649570.587|0|0.0
Small Finance Banks|2024-01-31|EQUITAS SMALL FINANCE BANK LTD|360|4|26394|307|67272|0|0|2064615|0|0.0|0|0.0|0|0.0|0|0.0|149905|336167.62320000003|42258|171771.81452|0|0.0|2936711|8478940.611|0|0.0
Small Finance Banks|2024-01-31|ESAF SMALL FINANCE BANK LTD|605|2|0|4141|0|0|0|5553163|0|0.0|0|0.0|0|0.0|0|0.0|195749|326365.6322|15014|39094.07327|0|0.0|1050932|5305727.466|26|18.8
Small Finance Banks|2024-01-31|FINCARE SMALL FINANCE BANK LTD|171|0|0|436|0|56221|0|5520970|0|0.0|0|0.0|0|0.0|0|0.0|38825|54195.55839|7318|21339.90768|0|0.0|866065|4254920.51|0|0.0
Small Finance Banks|2024-01-31|JANA SMALL FINANCE BANK LTD|59|2|0|157|0|495655|0|3136350|0|0.0|0|0.0|0|0.0|0|0.0|48990|103899.40049|8429|24959.64154|0|0.0|461596|2449614.38141|0|0.0
Small Finance Banks|2024-01-31|NORTH EAST SMALL FINANCE BANK LTD|16|1|0|0|0|0|0|416278|0|0.0|0|0.0|0|0.0|0|0.0|5811|8310.68286|0|0.0|0|0.0|45952|214688.1|0|0.0
Small Finance Banks|2024-01-31|SHIVALIK SMALL FINANCE BANK LTD|25|0|0|0|0|0|0|81751|0|0.0|0|0.0|0|0.0|0|0.0|4160|10280.57835|4276|15175.13626|0|0.0|33261|186700.5|0|0.0
Small Finance Banks|2024-01-31|SURYODAY SMALL FINANCE BANK LTD|0|0|0|67|0|0|0|738726|0|0.0|0|0.0|0|0.0|0|0.0|37954|44294.02799|642|1438.72641|0|0.0|241266|419396.8|0|0.0
Small Finance Banks|2024-01-31|UJJIVAN SMALL FINANCE BANK LTD|577|4|0|0|0|571908|0|10024026|0|0.0|0|0.0|0|0.0|0|0.0|219087|407877.60873|76455|221530.49587|0|0.0|2988228|16014026.811|77|87.9
Small Finance Banks|2024-01-31|UNITY SMALL FINANCE BANK LTD|231|0|23|0|0|0|0|31|0|0.0|0|0.0|0|0.0|0|0.0|7|6.8774|2|0.258|0|0.0|20|67.8|0|0.0
Small Finance Banks|2024-01-31|UTKARSH SMALL FINANCE BANK LTD|313|7|0|568|0|34910|243|1829722|155|617.62261|70|702.08623|0|0.0|0|0.0|31977|68923.44175999994|9129|31944.038939999777|28|452.938|375886|1415540.9404699989|0|0.0
Public Sector Banks|2024-08-31|BANK OF BARODA|8258|2219|43119|45133|18203|2078059|2788335|98130715|5973002|12085062.916|3052659|16860736.851|0|0.0|14140|68998.2939|3779112|8763998.82976|456988|2820801.88184|21|79.6|24342240|116100856.85|265|256.053
Public Sector Banks|2024-08-31|BANK OF INDIA|5330|2904|18804|19608|0|1167259|74313|40503878|135746|550423.2452999998|67670|308939.05691|0|0.0|9323|54076.60701|2513472|5372892.55892|753454|1256555.40241|0|0.0|15723258|63972154.849|324|340.035
Public Sector Banks|2024-08-31|BANK OF MAHARASHTRA|2115|235|1413|2052|355014|909287|31697|14140607|44450|196165.3747900001|19790|101200.90805|0|0.0|816|3994.4|1207550|2555985.70568|269229|665095.92348|6390|65928.25203999999|6279493|28224845.19055|0|0.0
Public Sector Banks|2024-08-31|CANARA BANK|8329|3886|75113|13173|0|2774087|922625|58077451|1057769|3983200.55042|431241|2383228.9563|0|0.0|97342|535362.5|6376570|18429874.47968|1032468|4283658.51907|4042|64103.51|32246039|153242856.893|341|292.555
Public Sector Banks|2024-08-31|CENTRAL BANK OF INDIA|2857|1144|3230|2691|26973|1588839|0|29574663|0|0.0|0|0.0|0|0.0|0|0.0|1366613|3761109.905|213660|778315.88596|0|0.0|8901181|40551628.788|2479|2863.719
Public Sector Banks|2024-08-31|INDIAN BANK|4590|612|20985|12735|0|2739585|256683|32568181|227253|1015871.26668|144758|1222793.68319|0|0.0|5026|37830.45|3367445|8354426.26279|748767|1678344.37|259|834.698|20322373|95594989.33197|1084|1042.8
Public Sector Banks|2024-08-31|INDIAN OVERSEAS BANK|2763|737|0|0|0|393106|79002|19337496|71467|210550.60182|22704|80411.90633|0|0.0|2384|11996.335050000002|2534520|5903578.82481|484826|1116445.19854|0|0.0|12423736|52329106.00855|0|0.0
Public Sector Banks|2024-08-31|PUNJAB AND SIND BANK|1044|28|815|1412|961|132673|0|3581764|0|0.0|0|0.0|0|0.0|0|0.0|322231|755303.5834400001|115952|312534.8298|0|0.0|1474060|6958233.7|0|0.0
Public Sector Banks|2024-08-31|PUNJAB NATIONAL BANK|7827|4256|34543|0|676712|573360|532414|40877319|378114|1537322.07609|242712|1356212.2986199998|5|464.98984|7925|23594.2|4411726|11115678.27545|1398691|3563665.01709|0|0.0|25652025|127276881.34085|0|0.0
Public Sector Banks|2024-08-31|STATE BANK OF INDIA|24233|38048|1444312|46870|927847|4317614|19447459|233923363|26875475|107324946.83637996|37101963|157476091.6079|0|0.0|138019|585806.5856900001|33451124|83536368.55236|7538011|20631863.90786|961|13703.60371|163361151|843961631.4469|20296|19163.36299
Public Sector Banks|2024-08-31|UCO BANK|2242|230|10891|3568|345|1148877|0|12705341|0|0.0|0|0.0|0|0.0|0|0.0|972869|2437609.08271|368286|855295.8460599999|773|13740.63223|6510865|29849549.89567|541|570.9096599999999
Public Sector Banks|2024-08-31|UNION BANK OF INDIA|7672|2019|48180|8007|285567|285714|758275|55908898|641832|2802457.35487|1469047|3054847.22223|0|0.0|12363|53515.51548|5115992|11713521.746990005|2440976|5388655.31557|2839|11488.355|45725842|134686879.251|1419|1932.196
Private Sector Banks|2024-08-31|AXIS BANK LTD|6343|8422|1894894|541|759232|88435333|14739214|37304729|32890148|77247413.84797023|26684275|118644333.81737986|0|0.0|85967|402425.5|5241714|17117882.11121001|2281571|11950234.779190006|13084|335860.344|18866207|117299637.3178|0|0.0
Private Sector Banks|2024-08-31|BANDHAN BANK LTD|433|5|66070|0|3046|0|0|5909330|0|0.0|0|0.0|0|0.0|0|0.0|262822|833862.7374300001|89223|444283.04345|0|0.0|2452880|14137307.065|79|78.2
Private Sector Banks|2024-08-31|CITY UNION BANK LTD.|1161|518|6967|79947|0|74294|27238|2864617|55494|230980.0778|22864|238699.35884|0|0.0|284|1706.0|541993|1570593.8600800002|40818|132716.96982|0|0.0|2588124|14323117.67765|0|0.0
Private Sector Banks|2024-08-31|CSB BANK LTD.|720|48|0|0|13362|0|127534|896327|226470|702712.6699199984|988609|1466967.5147299762|0|0.0|0|0.0|171442|374246.10099|14845|50001.78727|6|45.0|454795|2283818.9|3|3.4
Private Sector Banks|2024-08-31|DCB BANK LTD|420|5|7982|0|15191|0|1|995965|0|0.0|0|0.0|0|0.0|0|0.0|86139|257398.65476000003|40219|160743.50295|261|8655.311|287543|1519351.061|0|0.0
Private Sector Banks|2024-08-31|DHANALAKSHMI BANK LTD|241|39|1451|0|0|34503|12705|547300|26083|62583.57383|6515|25786.90507|0|0.0|254|930.0|165283|343200.22218|6876|19760.92793|0|0.0|458480|2009857.39064|0|0.0
Private Sector Banks|2024-08-31|FEDERAL BANK LTD|1715|335|21375|589|144|5492087|1031201|13742386|2290048|6844962.496|1801732|9409919.75516|0|0.0|5494|26054.5|3363127|8669314.85|1266833|4748436.194|2817|41101.4049|8200473|41627412.714|51|46.8
Private Sector Banks|2024-08-31|HDFC BANK LTD|12211|8820|1637589|3191|2148760|697778|21973579|56795898|67635189|168122680.25828|33303505|266285778.53079003|0|0.0|213887|1344006.56114|11413950|41634889.22336|7284782|36757915.80274001|74478|1096426.94946|36003084|232866241.434|941|1034.517
Private Sector Banks|2024-08-31|ICICI BANK LTD|9920|6153|1794238|6114|593685|3608881|17558265|32047827|19964326|100011311.52271992|52474251|225413468.87248653|54|2715.984|69904|340395.1|7414394|28525715.37544047|3140724|22691755.36943986|6801|137003.5289|16532925|116444005.78|1|0.256
Private Sector Banks|2024-08-31|IDBI BANK LTD|2344|912|13322|1013|2285|326220|37822|12089489|72506|283532.51992|62310|232020.75152|0|0.0|517|3103.2|1256797|3014180.495370065|250787|778247.3296600108|0|0.0|5465792|26950306.92467998|129|70.55848999999999
Private Sector Banks|2024-08-31|IDFC FIRST BANK LTD|899|329|46811|7629|0|51551|2974430|6659156|9048330|19300316.39418|2005129|12426404.79795|0|0.0|29203|133867.1|679661|2180744.20437|275572|2765472.32468|0|0.0|4149090|19828991.661|0|0.0
Private Sector Banks|2024-08-31|INDUSIND BANK LTD|1881|1126|245303|146|59656|6615134|3009647|11112307|3844130|24910504.795|6336345|55369329.57899|0|0.0|24031|124341.628|799410|2252055.335|662616|2981478.279|878|68488.12872|4028944|23861402.65966|0|0.0
Private Sector Banks|2024-08-31|JAMMU AND KASHMIR BANK LTD|946|630|14319|942|0|534768|122738|4542630|198758|1632862.33481|101173|406409.7749800001|0|0.0|9965|40842.09633|938617|2416705.45205|1038486|815178.7838999999|0|0.0|5590379|28960628.32|0|0.0
Private Sector Banks|2024-08-31|KARNATAKA BANK LTD|936|568|10336|0|0|97503|0|5420287|0|0.0|0|0.0|0|0.0|0|0.0|830249|1745954.8698600002|65120|191782.60545|0|0.0|3962733|18760292.317|0|0.0
Private Sector Banks|2024-08-31|KARUR VYSYA BANK LTD|1469|748|9190|0|0|42691|10246|4971962|26994|189297.21802999917|10457|140524.7339|0|0.0|760|5695.7|1039564|2764947.4137800047|150654|1231425.1001200003|0|0.0|4377214|21383057.28313|0|0.0
Private Sector Banks|2024-08-31|KOTAK MAHINDRA BANK LTD|1828|1480|75768|953|126633|592874|5413306|34536908|12170844|25975468.12005|4565753|39573474.657400005|0|0.0|33905|159283.86234|2229944|5566435.727|1932393|5756490.692|0|0.0|11405902|54588903.74978001|0|0.0
Private Sector Banks|2024-08-31|NAINITAL BANK LTD|0|0|0|0|0|0|0|271958|0|0.0|0|0.0|0|0.0|0|0.0|15778|28131.845879999997|4606|13765.26646|0|0.0|68661|324029.995|12|11.4
Private Sector Banks|2024-08-31|RBL BANK LTD|371|36|1604380|0|3429|135452|5264023|1548358|5634177|27704318.24866|4797866|45447632.25527|0|0.0|43161|172634.86827|175508|504942.1204200001|98887|636520.10562|65|3652.11|568344|2910478.62|0|0.0
Private Sector Banks|2024-08-31|SOUTH INDIAN BANK|911|379|18115|0|36771|96653|397362|3751626|702924|2580012.1266|711903|4893833.933220001|0|0.0|0|0.0|1184964|3131507.28664|182795|853837.78338|0|0.0|2982923|14978363.66949|0|0.0
Private Sector Banks|2024-08-31|TAMILNAD MERCANTILE BANK LTD|507|655|2313|0|0|151351|32439|2317858|44400|197683.23376|17372|111092.55409|0|0.0|2161|8602.339370000002|357803|951666.84284|32559|128719.89916|63|182.981|4959077|21855572.1|0|0.0
Private Sector Banks|2024-08-31|YES BANK LTD|1151|161|75748|94943|295051|210611274|2254586|5070885|6456099|13954555.45667|1080761|13124573.58229|0|0.0|18229|92304.9|606265|1657676.4965000006|172413|823671.8791899987|47|696.858|2339676|11897023.519|250|248.7
Foreign Banks|2024-08-31|AMERICAN EXPRESS BANKING CORPORATION|0|0|50255|0|0|0|1404839|0|1455263|12377224.608|4457446|38627599.664|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-08-31|BANK OF AMERICA|0|0|0|0|0|0|0|0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-08-31|BANK OF BAHRAIN & KUWAIT B.S.C.|0|0|0|0|0|0|0|631|0|0.0|0|0.0|0|0.0|0|0.0|1412|5155.56688|133|4162.2064|0|0.0|1571|8033.85|0|0.0
Foreign Banks|2024-08-31|BARCLAYS BANK PLC|0|0|0|0|1|0|0|761|0|0.0|0|0.0|0|0.0|0|0.0|118|305.38467|20|195.06607|0|0.0|442|4090.4|0|0.0
Foreign Banks|2024-08-31|CITI BANK|0|0|0|0|0|0|211653|0|147168|900626.3959400062|263552|4623997.250889918|0|0.0|435|3506.7|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-08-31|DBS INDIA BANK LTD|440|340|615|89|0|6678|525297|1733290|538443|2404132.986039884|273188|2248526.224259795|0|0.0|3959|11313.8|220430|546976.2060600001|150255|346991.15982000006|0|0.0|819219|4315407.681|0|0.0
Foreign Banks|2024-08-31|DEUTSCHE BANK LTD|13|2|0|0|0|5|0|112997|0|0.0|0|0.0|0|0.0|0|0.0|27684|92629.54023999975|11904|45475.3266899999|0|0.0|30318|183499.844|0|0.0
Foreign Banks|2024-08-31|DOHA BANK Q.P.S.C.|2|0|0|0|0|0|0|22239|0|0.0|0|0.0|0|0.0|0|0.0|1880|6363.128019999999|209|477.80643|0|0.0|2397|14476.5|0|0.0
Foreign Banks|2024-08-31|HSBC LTD|46|0|0|0|0|0|740378|782435|948974|3409302.4484499027|1462182|11553584.861010602|0|0.0|2535|17801.524199999996|268333|1241369.72428999|0|0.0|0|0.0|237899|1414641.3280100003|0|0.0
Foreign Banks|2024-08-31|KEB HANA BANK|1|0|0|0|0|0|0|1530|0|0.0|0|0.0|0|0.0|0|0.0|1059|3195.915|87|153.373|0|0.0|396|2559.0|0|0.0
Foreign Banks|2024-08-31|KOOKMIN BANK|1|0|0|0|0|0|0|406|0|0.0|0|0.0|0|0.0|0|0.0|456|1491.76408|266|578.2806400000001|0|0.0|143|1080.9|0|0.0
Foreign Banks|2024-08-31|SBM BANK INDIA LTD|0|0|0|0|0|0|631468|801145|253571|392663.3717699995|447114|983798.5013799988|0|0.0|6601|29071.22189|7532|16920.271309999996|8211|21764.56474|0|0.0|27418|84020.44|0|0.0
Foreign Banks|2024-08-31|STANDARD CHARTERED BANK LTD|102|0|0|0|0|0|1075643|1117218|1261207|5999922.874700672|1378768|5071864.685548037|0|0.0|2818|17755.74645999323|370566|1240578.5365699993|157133|563677.1844000008|37|515.1|673496|3495585.781139997|0|0.0
Foreign Banks|2024-08-31|WOORI BANK|0|0|0|0|0|0|0|1234|0|0.0|0|0.0|0|0.0|0|0.0|2556|8387.550870000006|1105|3073.849150000004|0|0.0|736|5535.9|0|0.0
Payment Banks|2024-08-31|AIRTEL PAYMENTS BANK|0|0|0|134340|0|2750849|0|3931605|0|0.0|0|0.0|0|0.0|0|0.0|44421|28253.30907|187415|291949.6627|0|0.0|262948|1068147.20617|0|0.0
Payment Banks|2024-08-31|FINO PAYMENTS BANK|0|0|0|434451|0|10971|0|9864141|0|0.0|0|0.0|0|0.0|0|0.0|144895|255228.04892|8416|14857.48495|0|0.0|2219498|7013943.231|71|46.4
Payment Banks|2024-08-31|INDIA POST PAYMENTS BANK|0|0|0|189445|0|1257351|0|18829384|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|224475|87976.97038|0|0.0|0|0.0|0|0.0
Payment Banks|2024-08-31|JIO PAYMENTS BANK|0|0|0|0|0|819|0|212350|0|0.0|0|0.0|0|0.0|0|0.0|2242|1456.60467|6941|18099.93318|963|159.95373999999998|6104|24828.8|1|0.2
Payment Banks|2024-08-31|NSDL PAYMENTS BANK|0|0|0|324655|0|0|0|1070381|0|0.0|0|0.0|0|0.0|0|0.0|11714|15240.34342|42043|34808.959729999995|0|0.0|428550|827975.765|0|0.0
Payment Banks|2024-08-31|PAYTM PAYMENTS BANK|0|0|0|0|0|0|0|30616951|0|0.0|0|0.0|0|0.0|0|0.0|243|95.32615|827|660.89716|0|0.0|275|755.3|0|0.0
Small Finance Banks|2024-08-31|AU SMALL FINANCE BANK LTD|691|6|0|841|0|325157|1025179|8684227|1085709|6932829.04528|1878436|10774025.04481|141|73.763|4622|27068.5|220279|528323.812389996|212063|833048.1821699697|192|2991.24|1730413|8853089.683|155|155.705
Small Finance Banks|2024-08-31|CAPITAL SMALL FINANCE BANK LTD|179|2|0|0|0|0|0|241979|0|0.0|0|0.0|0|0.0|0|0.0|25767|68623.16381|3682|19623.78914|0|0.0|119503|655799.615|0|0.0
Small Finance Banks|2024-08-31|EQUITAS SMALL FINANCE BANK LTD|367|4|2333|321|48176|0|0|1737708|0|0.0|0|0.0|0|0.0|0|0.0|132033|303049.52328|35770|186452.18151|0|0.0|2618736|6943083.145|0|0.0
Small Finance Banks|2024-08-31|ESAF SMALL FINANCE BANK LTD|639|2|0|5650|0|0|0|5783260|0|0.0|0|0.0|0|0.0|0|0.0|165580|302124.34352|10553|30827.32248|0|0.0|875924|4151762.161|8|9.9
Small Finance Banks|2024-08-31|JANA SMALL FINANCE BANK LTD|59|2|0|136|0|502585|0|3579241|0|0.0|0|0.0|0|0.0|0|0.0|45105|93957.8331|7504|24229.31171|0|0.0|388229|1805726.99669|0|0.0
Small Finance Banks|2024-08-31|NORTH EAST SMALL FINANCE BANK LTD|19|1|0|0|0|0|0|402312|0|0.0|0|0.0|0|0.0|0|0.0|6345|8454.38275|0|0.0|0|0.0|110921|294838.8|0|0.0
Small Finance Banks|2024-08-31|SHIVALIK SMALL FINANCE BANK LTD|0|0|0|0|0|0|0|73843|0|0.0|0|0.0|0|0.0|0|0.0|3613|8584.11126|2439|10713.65213|0|0.0|28092|145279.26|0|0.0
Small Finance Banks|2024-08-31|SURYODAY SMALL FINANCE BANK LTD|0|0|0|67|0|0|0|787239|0|0.0|0|0.0|0|0.0|0|0.0|33319|37776.303|1124|3885.717|0|0.0|91958|338647.411|0|0.0
Small Finance Banks|2024-08-31|UJJIVAN SMALL FINANCE BANK LTD|607|3|0|0|0|610557|0|10808847|0|0.0|0|0.0|0|0.0|0|0.0|173337|325398.76769|48099|137452.17237|0|0.0|3197440|12373832.211|11|13.5
Small Finance Banks|2024-08-31|UNITY SMALL FINANCE BANK LTD|232|0|56|0|0|0|0|34844|0|0.0|0|0.0|0|0.0|0|0.0|5603|8581.159719999994|360|927.9502599999998|0|0.0|18188|66020.8|0|0.0
Small Finance Banks|2024-08-31|UTKARSH SMALL FINANCE BANK LTD|330|7|0|656|0|38475|543|1750783|436|1880.3858|297|2864.04346|463|70.46|0|0.0|30203|66528.74719000015|13436|129434.11331999932|8|82.98666|257123|1382437.0340999998|0|0.0
